x,y
0.019999999999999962, -0.09756857344121064
0.03999999999999998, -0.09508161673446415
0.05999999999999994, -0.09240030355436847
0.07999999999999996, -0.09008481091440367
0.09999999999999992, -0.08780503765650953
0.12000000000000005, -0.08569730680635462
0.13999999999999996, -0.08341676418152888
0.1600000000000001, -0.0812559794986369
0.17999999999999988, -0.07918416868601144
0.20000000000000012, -0.077105228611371
0.22000000000000003, -0.07515673529643294
0.23999999999999994, -0.07327168620939203
0.25999999999999984, -0.07144345852087304
0.27999999999999997, -0.06962484358612897
0.2999999999999999, -0.06755041206276026
0.32, -0.06614655003078258
0.34, -0.0644514528299581
0.36000000000000004, -0.06289548823021822
0.38000000000000006, -0.061357337316968075
0.4000000000000001, -0.05979491642736626
0.4200000000000001, -0.05865222779312208
0.44, -0.056935173354234536
0.46000000000000013, -0.05554430868892182
0.48000000000000015, -0.054204649018392545
0.5, -0.05286578323915655
0.52, -0.051588316842353675
0.54, -0.05031161395052975
0.56, -0.049094865460540385
0.5800000000000001, -0.04800356502822207
0.6000000000000001, -0.04678216481105291
0.6200000000000003, -0.04568652766032533
0.6399999999999999, -0.044590427544692446
0.6599999999999999, -0.04353706679096761
0.6799999999999999, -0.042520941490720596
0.7000000000000002, -0.04148570820557295
0.7200000000000002, -0.04050770744911465
0.7400000000000002, -0.03953272003801856
0.7600000000000002, -0.0386836678442229
0.7800000000000002, -0.037709005293305925
0.8, -0.0368459471317892
0.8200000000000001, -0.03598014793781263
0.8400000000000001, -0.03512389455435262
0.8600000000000005, -0.03434309526042808
0.8800000000000003, -0.03355491614351746
0.9000000000000004, -0.03277974164778057
0.9200000000000004, -0.03199991647058201
0.9400000000000004, -0.03127581987124081
0.9600000000000004, -0.030547043250960616
0.9800000000000004, -0.029819037608357128
1.0000000000000004, -0.029150046762293838
1.0200000000000007, -0.028481606185801374
1.0400000000000007, -0.0278128464418426
1.0600000000000005, -0.027208773839281115
1.0800000000000003, -0.026535783238003166
1.1000000000000005, -0.02592740929629321
1.1200000000000006, -0.025321385921639628
1.1400000000000003, -0.024770887231686453
1.1600000000000006, -0.02415458795892903
1.1800000000000008, -0.023616414896484163
1.2000000000000006, -0.023066230997978648
1.2200000000000006, -0.02257903462286009
1.2400000000000007, -0.02197043107927164
1.2600000000000007, -0.021492165132030956
1.2800000000000007, -0.02101078504167117
1.3000000000000007, -0.020532737782914628
1.3200000000000005, -0.020041591213776418
1.3400000000000007, -0.019551680185594916
1.360000000000001, -0.019070701253507086
1.3800000000000008, -0.018609025301892904
1.4000000000000008, -0.018195519649050664
1.4200000000000008, -0.01775197974105913
1.4400000000000008, -0.017277554083555483
1.4600000000000009, -0.01690833316352755
1.4800000000000009, -0.016419392678625758
1.500000000000001, -0.0160653713971336
1.520000000000001, -0.01570631441654671
1.5400000000000007, -0.015344878233106943
1.560000000000001, -0.014982715517896986
1.580000000000001, -0.014629998651533013
1.6000000000000008, -0.014370492363717017
1.6200000000000008, -0.013999862633917105
1.6400000000000008, -0.013779447571300962
1.6600000000000008, -0.013407598607110695
1.6800000000000004, -0.013172059858494612
1.7000000000000013, -0.012800775836750638
1.7200000000000009, -0.012560800043027561
1.7400000000000004, -0.012310047517854698
1.760000000000001, -0.011946918091785962
1.780000000000001, -0.011703802206242554
1.800000000000001, -0.011470179316512601
1.820000000000001, -0.011227958887471228
1.8400000000000005, -0.010979313353647557
1.860000000000001, -0.010768563594986808
1.8800000000000014, -0.010593384231654047
1.9000000000000015, -0.010385065407877946
1.920000000000001, -0.010147575464897009
1.940000000000001, -0.009912284441151664
1.960000000000001, -0.009784610787312818
1.980000000000001, -0.009544670957744899
