VARNAMES:,CID,CIDint,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,ERRFLAG_FIT,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_NMATCH,HOST_NMATCH2,HOST_OBJID,HOST_ZPHOT,HOST_ZPHOTERR,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_CONFUSION,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_SBFLUXCAL_g,HOST_SBFLUXCAL_r,HOST_SBFLUXCAL_i,HOST_SBFLUXCAL_z,HOST_SBMAG_g,HOST_SBMAG_r,HOST_SBMAG_i,HOST_SBMAG_z,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,RA,DEC,HOST_ANGSEP_2,TGAPMAX,TrestMIN,TrestMAX,FLUXCALMAX_g,SNRMAX_g,FLUXCALMAX_r,SNRMAX_r,FLUXCALMAX_i,SNRMAX_i,FLUXCALMAX_z,SNRMAX_z,HOSTGAL_LOGMASS,HOSTGAL_LOGMASS_ERR,HOST_LOGSFR,HOST_LOGSFR_ERR,HOST_LOGsSFR,HOST_COLOR,HOST_LOGsSFR_ERR,HOST_COLOR_ERR,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,PROB_UNITY,CUTMASK,MU,MUMODEL,MUERR,MUERR_RENORM,MUERR_RAW,MUERR_VPEC,MURES,MUPULL,M0DIF,M0DIFERR,CHI2,biasCor_nevt,biasCor_mu,biasCorErr_mu,biasCor_mB,biasCor_x1,biasCor_c,biasCor_muCOVSCALE,IDSAMPLE,IZBIN,mu,delta_mu,LOG_OII,LOG_OII_ERR,SPECZ
SN:,1341423,1341423,10,0,E2,3,0,0.59825,0.001,0.5971,0.001,0.5971,0.00189,0,300,0.00657644,1,1,43548,-9,-9,0.5982,0.001,8.342291,-44.205853,1.142,1.19,-9.0,10.787,0.047,3.47,14.29,38.17,54.19,26.14918,24.61242,23.54569,23.1652,57373.043,14.44371,10.98265,8.49959,57377.168,0.5328,-0.216303,0.56578,-0.166127,0.0613489,22.83358,0.0599231,1.31999e-05,7.28516e-07,0.0121731,-3.30174e-07,-2.08492e-08,17,20.94342,0.22883,8.3422,-44.2062,1.142,7.54,-13.1687,16.1945,41.707,-999.0,95.482,14.4437,78.708,10.9827,96.442,8.4996,10.781,0.108,0.143,10.143,-10.638,1.509,10.14357,-999,0.9998,0.8965,0.9999,0.9992,1.0,1,0,42.66356,42.71478,0.20525,0.1935,0.1717,0.0045,-0.0561,-0.274,0.0049,0.0134,0.07,0,-0.036,0.0,0.0,0.0,0.0,1.0,4,15,42.66359835782,-0.05440502341484432,0.9104271061997278,0.4384114761933584,0.5982499718666077
SN:,1340706,1340706,10,0,X3,3,0,0.29425,0.001,0.29323,0.001,0.29323,0.00164,0,300,0.0205816,1,1,43339,-9,-9,0.2943,0.001,37.057957,-5.316424,0.139,0.194,-9.0,9.377,0.016,18.59,40.21,54.59,64.08,24.3268,23.48916,23.15722,22.98319,57376.0977,107.49273,70.96009,49.88737,57378.707,0.1791,0.10303,0.21707,0.0619327,0.0185741,21.81503,0.0259661,3.37278e-05,8.06623e-07,0.00190303,-1.22706e-07,-1.18172e-08,19,9.63638,0.96135,37.057899,-5.3164,0.139,6.9086,-10.5394,22.6633,143.16,49.8874,223.67999,107.4927,187.56,70.9601,132.87,37.2137,9.321,0.061,0.699,0.188,-8.622,0.464,0.19765,-999,0.9999,0.99,0.9999,0.9999,1.0,1,0,41.01958,40.89314,0.12218,0.0868,0.0471,0.0084,0.1114,0.912,0.015,0.0109,0.83,0,0.0185,0.0,0.0,0.0,0.0,1.0,0,9,41.01956588290899,0.11319308461249022,1.4104504369762398,0.1628689719152639,0.2942500114440918
SN:,1343337,1343337,10,1,C2,3,0,0.33947,0.001,0.33899,0.001,0.33899,0.00167,0,300,0.00982796,1,1,44240,-9,-9,0.3395,0.001,54.559311,-28.710089,0.916,1.103,-9.0,9.69,0.019,18.63,39.07,58.14,73.16,24.32447,23.52039,23.08881,22.83932,57394.1484,39.39099,34.73709,24.09008,57394.5195,0.4419,0.90364,0.50725,0.16237,0.0271036,22.2436,0.0334734,2.27281e-05,7.00708e-07,0.005457,-2.1979e-07,-1.27603e-08,21,38.73149,0.0105655,54.5592,-28.7099,0.916,13.4819,-13.7794,23.613,96.401,24.0901,132.87,39.391,158.03999,34.7371,134.14,18.7119,9.657,0.035,0.904,0.036,-8.753,0.47,0.0502096,-999,0.3071,0.7696,0.001,0.1407,0.9115,1,0,41.31435,41.25591,0.14632,0.1347,0.0934,0.0073,0.0341,0.233,0.0243,0.011,0.05,0,0.0058,0.0,0.0,0.0,0.0,1.0,4,10,41.3143316671,0.03497246407454924,1.6083292973391887,0.0239480509720571,0.3394699990749359
SN:,1314554,1314554,10,0,S1,3,0,0.35253,0.001,0.35159,0.001,0.35159,0.00168,0,300,0.066335,1,1,10178,-9,-9,0.3525,0.001,43.579079,0.298043,0.605,0.499,-9.0,10.829,0.04,36.37,170.62,283.10999,386.73999,23.59814,21.91993,21.37011,21.03145,57304.2578,10.40136,9.10135,6.6659,57295.75,0.4693,-1.1889,0.51645,0.11029,0.046817,22.33579,0.0683558,2.08777e-05,1.31442e-06,0.00847913,-4.77592e-07,-4.2645e-08,52,45.28798,0.73325,43.578899,0.2981,0.605,7.3762,-9.2333,43.9772,171.60001,6.6659,148.67999,10.4014,136.00999,9.1013,213.05,6.2147,10.818,0.038,-0.554,9.446,-11.372,1.484,9.44608,-999,0.8905,0.9388,0.9999,0.9998,1.0,1,0,41.22227,41.34882,0.17095,0.1574,0.1286,0.0071,-0.1509,-0.883,0.0243,0.011,0.78,0,-0.0007,0.0,0.0,0.0,0.0,1.0,3,10,41.2222322973,-0.1493117665317243,0.3012056035131357,0.4118473552388297,0.3525300025939941
SN:,1257533,1257533,10,0,C3,3,0,0.23003,0.001,0.22953,0.001,0.22953,0.00159,0,300,0.00890856,1,2,4002,-9,-9,0.23,0.001,51.988873,-27.996702,0.123,0.152,-5.49565,9.987,0.029,34.37,101.21,157.37,196.61,23.65955,22.48694,22.00769,21.76599,56615.2539,233.98021,224.04047,53.26376,56611.9844,0.1749,-0.0122099,0.12166,-0.0330058,0.0159575,20.64041,0.0202794,9.95032e-05,1.85853e-06,0.000295447,-1.24987e-07,-1.84076e-08,32,60.07912,0.00190726,51.988899,-27.9967,0.123,6.65,-13.7287,44.8509,465.29001,224.0405,503.84,233.98019,192.91,43.3765,262.37,53.2638,10.103,0.111,-0.034,0.387,-10.137,1.276,0.4026,-999,0.9968,0.9829,0.9999,0.9998,1.0,1,0,40.08752,40.28745,0.1211,0.1061,0.0438,0.0104,-0.1978,-1.634,-0.0021,0.016,2.67,0,0.0164,0.0,0.0,0.0,0.0,1.0,1,7,40.087552962317,-0.19686753982174565,0.690222006483593,0.2859020310796632,0.2300300002098083
SN:,1265136,1265136,10,0,C3,3,0,1.05386,0.001,1.05303,0.001,1.05303,0.00228,0,300,0.00710992,1,1,5403,-9,-9,1.0539,0.001,52.218536,-27.568403,2.399,2.885,-9.0,10.345,0.012,0.06,0.38,1.0,1.6,27.5,27.5,27.5,26.9897,56675.1758,10.48991,7.00265,-99.0,56680.2969,0.0813,-0.352113,0.95342,-0.1867,0.14352,24.73582,0.0781984,2.28914e-06,1.64872e-07,0.0500183,-6.80578e-08,6.4804e-09,10,4.66251,0.91255,52.218601,-27.567699,2.399,3.4025,-11.7994,8.1763,4.146,-999.0,8.504,-999.0,24.412,10.4899,23.251,7.0026,10.352,0.069,1.079,0.139,-9.273,0.432,0.15518,-999,0.9916,0.5252,0.9999,0.9414,0.9963,1,0,44.63493,44.22014,0.42645,0.42,0.4114,0.0028,0.44,1.032,-0.0252,0.1053,1.06,0,-0.0706,0.0,0.0,0.0,0.0,1.0,1,19,44.63492928061,0.44106469139787663,1.5687563756412335,0.060935746384595,1.0538599491119385
SN:,1594042,1594042,10,0,X2,3,0,0.62112,0.001,0.61981,0.001,0.61981,0.0019,0,300,0.023614,1,2,109924,-9,-9,0.6211,0.001,35.477482,-6.693662,0.234,0.338,-4.42866,10.334,0.044,2.82,15.22,33.55,48.41,26.37438,24.54396,23.68577,23.28766,57728.0508,9.21781,8.81416,5.79532,57731.0039,0.6865,-1.43134,0.61042,-0.0142829,0.0769087,23.49857,0.0706268,7.15441e-06,4.65392e-07,0.0105724,-1.882e-07,-1.6604e-08,37,32.07657,0.69896,35.477402,-6.6936,0.234,6.824,-14.1323,35.8115,13.552,-999.0,46.47,9.2178,53.966,8.8142,53.015,5.7953,10.304,0.121,-0.859,6.459,-11.163,1.178,6.46013,-999,0.9942,0.9833,0.9995,0.9976,0.9997,1,0,42.74653,42.81302,0.2416,0.2278,0.2138,0.0043,-0.0714,-0.296,0.0049,0.0134,0.09,0,-0.0611,0.0,0.0,0.0,0.0,1.0,2,15,42.74648389855701,-0.06956104052314771,0.958772423082347,0.2990164230837945,0.6211199760437012
SN:,1642117,1642117,10,0,X3,3,0,0.81384,0.001,0.81237,0.001,0.81237,0.00207,0,300,0.0242483,1,2,-26196,-9,-9,0.8138,0.001,35.741631,-4.49597,0.666,0.919,-2.97811,9.783,0.088,2.26,3.94,8.09,10.33,26.61473,26.01126,25.23013,24.96475,57747.0938,14.50951,10.9135,8.77354,57743.9727,1.1054,-0.179327,0.73595,0.22994,0.0614334,24.4184,0.048919,3.06647e-06,1.38163e-07,0.00617017,-4.55085e-08,-1.53166e-09,23,19.09319,0.6958,35.741699,-4.4961,0.666,5.5002,-14.2222,25.9485,3.026,-999.0,10.919,8.7735,29.947,14.5095,25.461,10.9135,9.615,0.101,0.997,0.906,-8.618,0.466,0.91161,-999,0.9974,0.8628,0.9992,0.9993,0.9964,1,0,43.14193,43.5288,0.23581,0.2275,0.2073,0.0034,-0.3344,-1.418,-0.0525,0.0242,2.01,0,-0.0034,0.0,0.0,0.0,0.0,1.0,0,17,43.141889306989995,-0.33248973189189,1.371419234754848,0.0816889343088885,0.8136600255966187
SN:,1318304,1318304,10,0,S2,3,0,0.39869,0.001,0.39764,0.001,0.39764,0.00172,0,300,0.0248579,1,1,33902,-9,-9,0.3987,0.001,40.449535,-0.407788,1.011,1.321,-9.0,9.624,0.021,3.77,9.21,15.06,23.29,26.05915,25.08935,24.55544,24.08208,57019.0469,38.04646,24.32175,15.26584,57019.543,0.3915,2.03387,0.4735,0.13267,0.040668,22.35746,0.0504404,2.04652e-05,9.5076e-07,0.00801049,-3.06765e-07,-3.17612e-08,24,16.94285,0.85109,40.449402,-0.408,1.011,5.7364,-13.1513,21.1135,84.527,-999.0,132.25,38.0465,150.78,24.3217,123.17,15.2658,9.62,0.075,-0.113,0.468,-9.733,0.903,0.47397,-999,0.985,0.3317,0.9998,0.9991,0.9997,1,0,41.70585,41.66178,0.15068,0.1489,0.1001,0.0064,0.0485,0.322,-0.0045,0.0142,0.1,0,-0.0111,0.0,0.0,0.0,0.0,1.0,3,11,41.705804144999995,0.0502352242886559,1.737204554599954,0.0791143479004568,0.3986899852752685
SN:,1908380,1908380,10,0,E2,3,0,0.4377,0.001,0.43668,0.001,0.43668,0.00175,0,300,0.00613031,1,1,138760,-9,-9,0.4377,0.001,10.174094,-44.019829,0.119,0.102,-9.0,11.051,0.058,18.62,102.43,192.27,264.73999,24.32505,22.47393,21.79022,21.44295,58081.1172,19.9178,14.29612,7.22424,58082.9141,0.5832,-2.27744,0.51224,-0.0489049,0.0644083,22.76601,0.0664143,1.40475e-05,8.59281e-07,0.00471636,-1.85071e-07,-4.4533e-08,29,49.99443,0.00904414,10.1741,-44.019798,0.119,6.9447,-13.134,35.5684,32.807,-999.0,94.043,19.9178,104.22,14.2961,77.875,7.2242,10.958,0.055,0.836,0.772,-10.122,1.496,0.77396,-999,0.8667,0.9548,0.9449,0.9974,0.5629,1,0,41.92419,41.90168,0.19189,0.1783,0.1554,0.0059,0.0081,0.042,0.0144,0.013,0.0,0,-0.0115,0.0,0.0,0.0,0.0,1.0,4,12,41.92415961281699,0.009706592069143483,1.212515172592561,0.1985177140174667,0.4377000033855438
SN:,1252917,1252917,10,0,X3,3,0,0.6941,0.001,0.69277,0.001,0.69277,0.00197,0,300,0.0289947,1,1,20031,-9,-9,0.6941,0.001,37.300175,-4.718981,0.035,0.037,-9.0,11.405,0.027,6.71,33.16,90.89,144.86,25.43319,23.69846,22.60371,22.09763,56558.2617,14.35378,13.26874,8.81371,56565.375,0.9679,-1.81288,0.56719,-0.0286681,0.062316,23.93552,0.0467455,4.78402e-06,2.05972e-07,0.00523528,-5.38273e-08,-3.67673e-09,35,35.92729,0.42486,37.300201,-4.719,0.035,7.0396,-13.007,44.0914,5.733,-999.0,29.046,14.3538,36.263,13.2687,49.501,8.8137,11.378,0.109,0.357,0.0,-11.021,1.339,0.109,-999,0.9864,0.99,1.0,0.9994,0.9983,1,0,43.11041,43.10638,0.21928,0.209,0.1882,0.0039,0.0015,0.007,0.0025,0.0159,0.0,0,-0.0095,0.0,0.0,0.0,0.0,1.0,0,16,43.110376394673004,0.0033334087677943103,0.4649209700805121,0.4819099626120984,0.694100022315979
SN:,1255470,1255470,10,0,X1,3,0,0.46997,0.001,0.46877,0.001,0.46877,0.00178,0,300,0.0205431,1,2,14013,-9,-9,0.47,0.001,35.054214,-5.448999,1.217,0.921,-2.59489,10.907,0.06,6.76,29.11,38.35,66.14,25.42513,23.8399,23.54059,22.94884,56579.1289,19.91291,13.7105,9.47775,56583.125,0.5063,-1.65276,0.48227,-0.0124255,0.0645491,22.7885,0.0724736,1.37595e-05,9.18452e-07,0.00568276,-2.33794e-07,-4.34222e-08,34,26.87379,0.80255,35.054501,-5.4488,1.217,8.1262,-13.5127,44.2372,46.039,-999.0,93.725,19.9129,151.34,13.7105,89.385,9.4777,10.929,0.211,0.051,8.693,-10.878,1.256,8.69556,-999,0.9952,0.8932,1.0,0.9996,1.0,1,0,41.95851,42.08471,0.19414,0.1662,0.1582,0.0055,-0.1318,-0.679,0.0056,0.0126,0.46,0,-0.0235,0.0,0.0,0.0,0.0,1.0,2,13,41.958537590614995,-0.12990929008569196,1.0304332114444632,0.1096591814827646,0.4699699878692627
SN:,1252620,1252620,10,0,X3,3,0,0.95453,0.001,0.95299,0.001,0.95299,0.0022,0,300,0.0246857,1,1,-867,-9,-9,0.9545,0.001,37.267628,-4.127444,0.204,0.22,-9.0,11.408,0.047,0.92,9.34,31.05,66.82,27.5,25.07413,23.76985,22.93773,56558.2617,13.30972,5.56688,-99.0,56557.4023,0.9363,-1.62983,0.75633,0.0640807,0.16225,24.32686,0.0772565,3.33624e-06,2.37393e-07,0.0191145,-1.23517e-07,2.42181e-09,25,27.23594,0.3442,37.267601,-4.1274,0.204,6.1136,-10.2906,42.2956,4.358,-999.0,13.251,-999.0,27.257,13.3097,34.027,5.5669,11.382,0.18,-0.85,7.626,-12.232,1.644,7.62812,-999,0.8792,0.9665,0.9999,0.9991,0.9901,1,0,43.35302,43.95426,0.48167,0.4827,0.4684,0.003,-0.6193,-1.286,0.018,0.0592,1.65,0,-0.0846,0.0,0.0,0.0,0.0,1.0,0,18,43.353063000268996,-0.617301862566066,0.6109369624046299,0.2499509404394687,0.9545300006866456
SN:,1255576,1255576,10,0,X2,3,0,0.28112,0.001,0.2801,0.001,0.2801,0.00163,0,300,0.0268256,1,2,15466,-9,-9,0.2811,0.001,36.110085,-7.297196,4.33,2.599,-1.44325,10.815,0.038,3.71,11.45,15.59,19.66,26.07656,24.85299,24.51789,24.26604,56591.0938,52.29768,35.71996,33.22215,56587.0977,0.189,0.2801,0.20686,-0.0510337,0.0192123,21.24431,0.0263851,5.70526e-05,1.38647e-06,0.00110341,-1.83202e-07,-1.73804e-08,30,17.36552,0.96793,36.108898,-7.2976,4.33,10.1718,-9.3485,37.4489,222.13,35.72,293.91,52.2977,285.85999,33.2222,170.41,18.2685,10.769,0.033,-0.174,7.475,-10.943,1.285,7.47507,-999,0.943,0.9838,1.0,0.9998,1.0,1,0,40.79008,40.77913,0.12577,0.0893,0.0557,0.0087,-0.0041,-0.032,0.015,0.0109,0.0,0,0.0134,0.0,0.0,0.0,0.0,1.0,2,9,40.790089010321005,-0.0022599257509696713,0.3899040023968773,0.3787322052017992,0.2811200022697449
SN:,1246275,1246275,10,0,C1,3,0,0.24651,0.001,0.24605,0.001,0.24605,0.0016,0,300,0.0126519,1,1,912,-9,-9,0.2465,0.001,54.64724,-26.401073,0.839,0.988,-9.0,9.658,0.017,43.26,85.8,111.03,118.64,23.40978,22.66628,22.3864,22.31442,56534.2227,67.62421,59.20342,35.55278,56530.5,0.7827,0.18463,0.23701,-0.130134,0.0187049,20.88804,0.0403254,7.92106e-05,2.94197e-06,-0.000388452,2.51148e-07,-4.2709e-08,35,21.01433,0.97023,54.646999,-26.401199,0.839,6.3897,2.9833,39.0591,353.85999,67.6242,399.59,59.2034,348.04001,35.5528,179.7,15.8545,9.641,0.04,1.297,0.299,-8.344,0.468,0.30166,-999,0.9902,0.8486,1.0,0.9999,1.0,1,0,40.62805,40.45782,0.12088,0.0828,0.0434,0.0098,0.1488,1.231,0.0214,0.012,1.52,0,0.0196,0.0,0.0,0.0,0.0,1.0,4,8,40.62808993712,0.1497157641299438,1.589731754464816,0.0308657919724252,0.2465099990367889
SN:,1566028,1566028,10,101,X2,3,0,0.32165,0.001,0.32059,0.001,0.32059,0.00166,0,300,0.0217885,1,2,-23311,-9,-9,0.3216,0.001,35.806854,-6.998025,0.453,0.533,-3.69194,10.31,0.064,23.04,85.77,138.25,175.07001,24.09379,22.66666,22.14834,21.89197,57701.0703,38.64527,35.34302,26.48294,57725.2812,0.2444,0.0152653,0.23751,0.0428715,0.0189905,21.78684,0.0243047,3.4615e-05,7.74871e-07,0.00126931,-1.04398e-07,-9.13173e-09,46,51.03689,0.28228,35.806702,-6.998,0.453,8.3673,-13.0046,41.4462,146.21001,38.6453,193.17999,35.343,235.89999,26.4829,150.42,16.1604,10.314,0.172,-0.275,8.028,-10.589,1.221,8.02984,-999,0.0104,0.9821,1.0,1.0,1.0,1,0,41.03961,41.11641,0.12682,0.1168,0.0582,0.0077,-0.1011,-0.797,0.0243,0.011,0.64,0,0.0083,0.0,0.0,0.0,0.0,1.0,2,10,41.039585784064,-0.09931650945722481,0.6717221240131199,0.1632631912860204,0.3216499984264374
SN:,1433108,1433108,10,0,E2,3,0,0.68403,0.001,0.68283,0.001,0.68283,0.00196,0,300,0.00734282,1,1,100321,-9,-9,0.684,0.001,8.968894,-44.306686,1.956,2.38,-9.0,11.044,0.016,0.53,4.46,12.61,13.37,27.5,25.87666,24.74821,24.68467,57666.0469,9.71656,7.22705,6.78676,57652.418,0.9831,0.32466,0.78394,-0.0983617,0.0716774,23.66864,0.0671988,6.11707e-06,3.786e-07,0.0172001,-2.30313e-07,-7.54713e-09,59,58.53376,0.49265,8.9689,-44.307201,1.956,5.3466,-11.3961,41.9961,9.646,-999.0,94.512,9.7166,56.319,7.2271,88.097,6.7868,11.021,0.075,-0.582,1.37,-11.603,1.448,1.37205,-999,0.9912,0.9385,0.9999,0.9993,0.9996,1,0,43.42753,43.06804,0.25118,0.2394,0.2246,0.004,0.3569,1.421,0.0025,0.0159,2.02,0,-0.0636,0.0,0.0,0.0,0.0,1.0,4,16,43.427537133361,0.3586847095130281,0.6790603773362268,0.2551504569193676,0.6840299963951111
SN:,1309215,1309215,10,0,C3,3,0,0.77536,0.001,0.77464,0.001,0.77464,0.00204,0,300,0.0120443,1,2,25563,-9,-9,0.7754,0.001,51.672451,-28.323631,1.326,1.29,-2.40258,9.998,0.028,2.56,5.08,9.42,12.11,26.4794,25.73534,25.06487,24.79214,56980.2344,36.25941,31.35784,20.50595,56982.4219,0.4839,-0.35801,0.32893,-0.157775,0.031334,23.52289,0.0298968,6.99591e-06,1.9264e-07,0.001021,-3.89312e-08,-2.96766e-10,43,50.43992,0.20294,51.6726,-28.323999,1.326,5.5865,-14.7945,44.3132,16.887,-999.0,46.255,36.2594,59.748,31.3578,50.25,20.5059,9.988,0.059,0.979,0.277,-9.009,0.214,0.28321,-999,0.2589,0.8831,0.9131,0.999,0.9977,1,0,43.26831,43.40153,0.16179,0.1561,0.1163,0.0036,-0.0807,-0.499,-0.0525,0.0242,0.25,0,0.0033,0.0,0.0,0.0,0.0,1.0,1,17,43.26830238544999,-0.07969705386852866,1.3523351137544817,0.0714370319353653,0.7753599882125854
SN:,1310475,1310475,10,0,X2,3,0,0.66511,0.001,0.66375,0.001,0.66375,0.00194,0,300,0.0237994,1,1,36752,-9,-9,0.6651,0.001,35.053413,-6.472673,0.741,1.17,-9.0,9.107,0.048,2.89,5.19,7.65,8.92,26.34776,25.71208,25.29085,25.12409,56992.0664,13.22549,11.25619,7.36581,56985.0078,0.7945,-0.0171235,0.62414,-0.0822866,0.0529186,23.29971,0.0483669,8.59247e-06,3.82773e-07,0.00507203,-1.55995e-07,-3.95529e-09,44,39.73178,0.655,35.053299,-6.4725,0.741,7.7111,-14.8827,40.2587,19.593,-999.0,79.593,13.2255,228.81,11.2562,67.7,7.3658,9.106,0.17,0.805,0.698,-8.301,0.005,0.7184,-999,0.9719,0.9967,0.9997,0.9989,0.9994,1,0,42.97953,42.99344,0.2148,0.2025,0.183,0.0041,-0.0188,-0.088,0.0049,0.0134,0.01,0,-0.0827,0.0,0.0,0.0,0.0,1.0,2,15,42.979527275973005,-0.016907885922442745,1.3128712455183298,0.0902789990589967,0.6651099920272827
SN:,1310236,1310236,10,0,S2,3,0,0.69211,0.001,0.69085,0.001,0.69085,0.00197,0,300,0.0292419,1,1,32445,-9,-9,0.6921,0.001,40.617359,-0.716189,0.581,0.738,-9.0,10.565,0.059,3.26,10.86,26.31,38.77,26.21696,24.91043,23.9497,23.52876,56973.1914,8.2843,7.90103,6.3386,56972.4766,1.1744,0.16122,0.86222,0.12892,0.0804751,23.82236,0.0783153,5.30955e-06,3.82984e-07,0.0215411,-2.25196e-07,-1.56993e-08,46,40.47474,0.70215,40.617298,-0.716,0.581,6.4777,-12.0296,41.1353,19.51,-999.0,31.01,6.3386,43.03,8.2843,54.015,7.901,10.591,0.208,0.706,9.625,-9.885,1.336,9.62725,-999,0.9728,0.8675,0.9982,0.9994,0.9994,1,0,42.96146,43.09896,0.25618,0.2441,0.2302,0.004,-0.14,-0.547,0.0025,0.0159,0.3,0,-0.0894,0.0,0.0,0.0,0.0,1.0,3,16,42.961420352999994,-0.13828673919387313,1.194742425316715,0.1359365660729533,0.692110002040863
SN:,1837096,1837096,10,0,C1,3,0,0.37987,0.001,0.37937,0.001,0.37937,0.0017,0,300,0.0122017,1,1,-28592,-9,-9,0.3799,0.001,55.002499,-26.924553,0.38,0.324,-9.0,10.993,0.128,27.89,141.47,249.3,340.82001,23.88638,22.12334,21.50819,21.16869,58092.1797,23.22811,12.79525,9.33896,58093.1406,0.4682,-1.02745,0.44823,0.012799,0.0557042,22.41611,0.0633159,1.9389e-05,1.13069e-06,0.00671907,-2.80729e-07,-5.04848e-08,28,24.52784,0.65339,55.002399,-26.9245,0.38,7.9718,-10.1487,44.1731,61.85,-999.0,130.28999,23.2281,109.62,12.7953,108.56,9.339,10.849,0.039,-0.522,9.478,-11.371,1.571,9.47808,-999,0.9485,0.958,0.9575,0.9994,0.9999,1,0,41.59635,41.54104,0.17037,0.1684,0.1279,0.0066,0.0598,0.351,-0.0045,0.0142,0.12,0,-0.003,0.0,0.0,0.0,0.0,1.0,4,11,41.59632032883,0.06064488467186635,0.8045295127427086,0.3336509002244148,0.3798699975013733
SN:,1314847,1314847,10,0,X3,3,0,0.52173,0.001,0.52053,0.001,0.52053,0.00182,0,300,0.0275284,1,1,-11001,-9,-9,0.5217,0.001,37.032768,-4.633701,1.214,0.646,-9.0,11.214,0.053,8.43,45.29,104.3,134.75,25.18543,23.35999,22.45429,22.17618,57297.2578,15.54324,14.35455,14.00235,57295.6211,0.4403,-1.59159,0.38832,-0.0194672,0.047463,23.02124,0.0570097,1.11047e-05,5.83081e-07,0.00441902,-1.20456e-07,-2.18777e-08,36,17.72283,0.99543,37.0326,-4.634,1.214,6.5766,-14.6395,39.1439,36.224,-999.0,77.068,15.5432,71.025,14.0024,74.692,14.3545,11.193,0.055,-1.039,8.961,-12.232,1.547,8.96117,-999,0.9983,0.948,0.9998,0.9997,1.0,1,0,42.20835,42.35628,0.15981,0.1368,0.1135,0.005,-0.1535,-0.961,0.0056,0.0126,0.92,0,-0.0117,0.0,0.0,0.0,0.0,1.0,0,13,42.20840345367599,-0.15166005366331348,0.3739821374474276,0.4418390882258941,0.5217300057411194
SN:,1279501,1279501,10,0,X3,3,0,0.56655,0.001,0.56528,0.001,0.56527,0.00186,0,300,0.0214403,2,6,19006,-9,-9,0.5666,0.001,35.565533,-4.56678,0.946,1.338,-0.146736,10.263,0.045,3.56,17.17,32.85,43.72,26.12137,24.41307,23.70866,23.3983,57257.3516,27.98813,27.06896,14.36959,57258.4141,0.5069,-0.00750327,0.38589,0.0704408,0.0349166,23.21284,0.0342872,9.30812e-06,2.93948e-07,0.000212841,-5.48615e-08,-5.80799e-09,36,39.13071,0.33109,35.5658,-4.5669,0.946,5.0768,-5.8174,43.8987,16.624,-999.0,62.632,27.9881,63.442,27.069,62.584,14.3696,10.268,0.152,0.321,6.422,-9.947,1.172,6.4238,-999,0.9964,0.9443,0.9996,0.9987,0.9967,1,0,42.4062,42.57148,0.16058,0.1517,0.1146,0.0047,-0.1407,-0.876,-0.0245,0.0127,0.77,0,-0.0111,0.0,0.0,0.0,0.0,1.0,0,14,42.406201888707905,-0.13889071558033805,1.0725539354534113,0.2264906002845964,0.5665500164031982
SN:,1336464,1336464,10,0,S2,3,0,0.38834,0.001,0.38732,0.001,0.38732,0.00171,0,300,0.0238813,1,1,41842,-9,-9,0.3883,0.001,41.25584,-0.749388,1.095,1.078,-9.0,10.428,0.018,20.0,59.58,96.65,141.38,24.24743,23.06225,22.53699,22.12403,57355.2148,21.76336,20.53172,13.58522,57350.9102,0.5295,1.15548,0.46873,0.1198,0.047009,22.45999,0.0612156,1.8621e-05,1.04989e-06,0.00667181,-3.15364e-07,-3.88983e-08,23,21.97909,0.52151,41.255501,-0.7494,1.095,9.3356,-8.4915,37.5955,65.753,-999.0,114.31,21.7634,138.00999,20.5317,107.03,13.5852,10.434,0.058,0.728,0.14,-9.706,0.775,0.15154,-999,0.997,0.6938,1.0,0.9997,1.0,1,0,41.70223,41.59466,0.16296,0.161,0.1178,0.0065,0.1121,0.688,-0.0045,0.0142,0.47,0,-0.0096,0.0,0.0,0.0,0.0,1.0,3,11,41.7022316504,0.11374417986952778,0.9975009848365564,0.0863913754709019,0.3883399963378906
