VARNAMES:,CID,CIDint,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,ERRFLAG_FIT,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_NMATCH,HOST_NMATCH2,HOST_OBJID,HOST_ZPHOT,HOST_ZPHOTERR,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_CONFUSION,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_SBFLUXCAL_g,HOST_SBFLUXCAL_r,HOST_SBFLUXCAL_i,HOST_SBFLUXCAL_z,HOST_SBMAG_g,HOST_SBMAG_r,HOST_SBMAG_i,HOST_SBMAG_z,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,RA,DEC,HOST_ANGSEP_2,TGAPMAX,TrestMIN,TrestMAX,FLUXCALMAX_g,SNRMAX_g,FLUXCALMAX_r,SNRMAX_r,FLUXCALMAX_i,SNRMAX_i,FLUXCALMAX_z,SNRMAX_z,HOSTGAL_LOGMASS,HOSTGAL_LOGMASS_ERR,HOST_LOGSFR,HOST_LOGSFR_ERR,HOST_LOGsSFR,HOST_COLOR,HOST_LOGsSFR_ERR,HOST_COLOR_ERR,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,PROB_UNITY,CUTMASK,MU,MUMODEL,MUERR,MUERR_RENORM,MUERR_RAW,MUERR_VPEC,MURES,MUPULL,M0DIF,M0DIFERR,CHI2,biasCor_nevt,biasCor_mu,biasCorErr_mu,biasCor_mB,biasCor_x1,biasCor_c,biasCor_muCOVSCALE,IDSAMPLE,IZBIN,mu,delta_mu,LOG_OII,LOG_OII_ERR,SPECZ
SN:,1562098,1562098,10,0,X2,3,0,0.57747,0.001,0.57618,0.001,0.57618,0.00187,0,300,0.0213553,1,1,107015,-9,-9,0.5775,0.001,34.776081,-6.165199,0.673,1.094,-9.0,9.386,0.033,4.92,10.0,15.37,14.79,25.77009,25.0,24.53332,24.57508,57722.0742,20.18991,13.25445,8.77691,57720.7109,0.6056,0.5877,0.46066,-0.13348,0.0437646,22.95054,0.0357553,1.18518e-05,3.90302e-07,0.00189269,-1.09984e-07,-6.22244e-09,40,29.21735,0.89589,34.7761,-6.1654,0.673,7.0128,-12.4507,43.3274,39.603,-999.0,102.85,20.1899,82.243,13.2544,80.76,8.7769,9.38,0.078,1.182,1.111,-8.198,0.295,1.11373,-999,0.9996,0.9707,1.0,0.9997,1.0,1,0,42.83458,42.62151,0.18165,0.1717,0.1426,0.0046,0.2376,1.308,-0.0245,0.0127,1.71,0,-0.0512,0.0,0.0,0.0,0.0,1.0,2,14,42.8346124594,0.23949114296280527,2.74437368424042,0.2829092664746238,0.5774700045585632
SN:,1702083,1702083,10,0,C2,3,0,0.38932,0.001,0.38884,0.001,0.38884,0.00171,0,300,0.0112811,1,1,117218,-9,-9,0.3893,0.001,55.035934,-29.200302,0.57,0.765,-9.0,9.528,0.02,13.99,35.15,41.5,49.62,24.63546,23.63519,23.45488,23.26086,57778.125,35.69062,24.498,13.22785,57778.5469,0.4075,0.40302,0.45227,-0.119071,0.0372978,21.93424,0.0371425,3.02208e-05,1.03384e-06,0.00429075,-2.31747e-07,-3.07637e-08,14,21.76795,0.0835097,55.036098,-29.2003,0.57,6.5398,-12.5877,15.5174,118.75,-999.0,194.24001,35.6906,176.2,24.498,130.97,13.2278,9.501,0.0,1.303,0.105,-8.198,0.318,0.105,-999,0.9991,0.7475,1.0,1.0,1.0,1,0,41.70344,41.6038,0.15142,0.1496,0.1012,0.0065,0.1041,0.688,-0.0045,0.0142,0.47,0,-0.005,0.0,0.0,0.0,0.0,1.0,4,11,41.70345911003,0.104988429227717,1.6871798181685085,0.0478051513946697,0.3893199861049652
SN:,1309227,1309227,10,0,C3,3,0,0.92649,0.001,0.92576,0.001,0.92576,0.00217,0,300,0.0068901,1,2,27315,-9,-9,0.9265,0.001,53.180927,-28.452267,0.442,0.593,-3.55111,10.254,0.077,4.08,7.54,16.11,23.35,25.97335,25.30657,24.48226,24.07928,56980.2578,11.87765,10.70005,-99.0,56973.4023,1.0543,0.19173,0.67659,-0.0849791,0.12291,24.60129,0.0579573,2.59111e-06,1.38315e-07,0.0132634,-6.37173e-08,-1.78952e-09,29,28.75747,0.47775,53.180801,-28.4522,0.442,4.7346,-12.4842,41.3398,5.142,-999.0,11.639,-999.0,22.575,11.8777,25.517,10.7001,10.279,0.335,0.656,0.182,-9.623,0.531,0.38125,-999,0.8972,0.9557,0.9761,0.9986,0.938,1,0,44.2862,43.87599,0.36792,0.3687,0.3503,0.0031,0.3922,1.066,0.018,0.0592,1.14,0,-0.0472,0.0,0.0,0.0,0.0,1.0,1,18,44.286161891602994,0.39317318278168045,1.1428556659263784,0.055644071480396,0.9264900088310242
SN:,1311632,1311632,10,0,X1,3,0,0.42538,0.001,0.4242,0.001,0.4242,0.00174,0,300,0.0178726,2,5,35338,-9,-9,0.4254,0.001,34.68988,-5.072289,0.175,0.214,-4.0667,10.379,0.06,5.53,28.08,49.09,69.55,25.64319,23.87901,23.27252,22.89426,56986.1758,21.23442,17.16926,9.06572,56990.2266,0.4098,-0.813994,0.44936,0.0920689,0.0497441,22.59494,0.0607289,1.64446e-05,9.19803e-07,0.00560492,-2.46209e-07,-3.68338e-08,38,33.12864,0.694,34.689899,-5.0723,0.175,7.7008,-12.0582,42.6778,73.606,-999.0,131.35001,21.2344,176.49001,17.1693,113.31,9.0657,10.424,0.23,-0.163,9.837,-10.587,1.45,9.83969,-999,0.9968,0.9244,1.0,0.9999,1.0,1,0,41.60394,41.82746,0.16569,0.154,0.1216,0.006,-0.2379,-1.436,0.0144,0.013,2.06,0,-0.014,0.0,0.0,0.0,0.0,1.0,2,12,41.603980330042994,-0.23599554297383918,1.1769215847842476,0.0857839049940856,0.425379991531372
SN:,1314162,1314162,10,0,X3,3,0,0.58267,0.001,0.58141,0.001,0.58141,0.00187,0,300,0.023095,1,2,37928,-9,-9,0.5827,0.001,36.859703,-4.183278,1.222,1.145,-2.86436,11.001,0.014,14.1,50.65,62.49,94.4,24.62695,23.23855,23.01047,22.56257,57001.0586,34.4495,22.9022,13.22579,57003.8047,0.5135,0.0685456,0.3632,-0.00250884,0.0389901,23.23619,0.032901,9.11009e-06,2.76063e-07,0.00260362,-6.31574e-08,-5.21547e-09,26,18.02634,0.87481,36.859501,-4.183,1.222,6.9059,-14.9841,30.4815,11.726,-999.0,64.287,34.4495,64.134,22.9022,60.694,13.2258,10.99,0.085,1.031,0.012,-9.959,0.734,0.0858429,-999,0.9993,0.979,0.9999,0.9998,0.9998,1,0,42.64043,42.64513,0.16169,0.1528,0.1161,0.0046,0.0198,0.123,-0.0245,0.0127,0.02,0,-0.011,0.0,0.0,0.0,0.0,1.0,0,14,42.640430732525196,0.021642419705095506,1.2188034425456644,0.1043115681900551,0.5826699733734131
SN:,1833468,1833468,10,0,X3,3,0,0.78516,0.001,0.78375,0.001,0.78375,0.00205,0,300,0.0243147,1,1,-26536,-9,-9,0.7852,0.001,36.868919,-4.970709,0.47,0.481,-9.0,11.284,0.003,5.04,30.37,98.79,150.47,25.74392,23.79389,22.51322,22.05638,58015.2656,12.19355,8.82156,-99.0,58016.5312,1.1622,-0.28011,0.69291,-0.196179,0.14012,23.94354,0.0722214,4.74878e-06,3.15881e-07,-0.00591645,-9.77223e-08,-2.4249e-08,30,17.87358,0.96055,36.868999,-4.9708,0.47,4.4004,-14.6586,42.9277,11.162,-999.0,-9.0,-999.0,39.452,12.1935,33.425,8.8216,11.259,0.045,-0.775,0.909,-12.034,1.383,0.91011,-999,0.5802,0.7608,1.0,0.9976,0.9998,1,0,43.80619,43.43342,0.39976,0.3858,0.3836,0.0036,0.4253,1.064,-0.0525,0.0242,1.13,0,0.0032,0.0,0.0,0.0,0.0,1.0,0,17,43.80614279977001,0.4270925708947857,0.496165625810319,0.2769799153705412,0.7851600050926208
SN:,1338718,1338718,10,0,S1,3,0,0.73429,0.001,0.73306,0.001,0.73306,0.002,0,300,0.0521359,1,1,42954,-9,-9,0.7343,0.001,42.673149,-0.319838,0.07,0.093,-9.0,10.785,0.076,2.21,11.51,33.9,58.18,26.63902,24.84731,23.6745,23.08807,57365.1289,13.46259,12.01404,8.55609,57364.8047,1.4973,0.58435,0.98536,-0.121227,0.0768367,23.60927,0.0584873,6.46087e-06,3.48039e-07,0.0253556,-1.6577e-07,-3.29682e-10,16,13.19021,0.6588,42.673199,-0.3199,0.07,9.2122,-14.7845,24.9404,9.102,-999.0,41.158,13.4626,46.807,12.014,47.546,8.5561,10.777,0.062,-1.69,8.31,-12.467,1.546,8.31023,-999,0.9954,0.9938,0.9998,0.9938,0.9975,1,0,43.52012,43.25584,0.26964,0.257,0.2451,0.0038,0.2617,0.971,0.0025,0.0159,0.94,0,-0.1119,0.0,0.0,0.0,0.0,1.0,3,16,43.520103987409996,0.2634481790852874,0.8613653652351374,0.2450329936613773,0.7342900037765503
SN:,1279488,1279488,10,0,X3,3,0,0.49532,0.001,0.49412,0.001,0.49412,0.0018,0,300,0.0234472,1,1,18358,-9,-9,0.4953,0.001,36.254013,-4.734176,1.064,1.136,-9.0,9.277,0.07,2.65,8.18,10.69,13.69,26.44188,25.21812,24.92756,24.65899,57265.3906,33.18779,31.86905,17.36707,57259.9336,0.402,0.15909,0.33541,0.12508,0.0318605,23.22968,0.0360809,9.1649e-06,3.04566e-07,0.00025645,-5.06795e-08,-6.77451e-09,32,38.51876,0.19838,36.253899,-4.7339,1.064,5.3944,-7.1107,44.9737,98.53,-999.0,63.181,33.1878,68.838,31.869,62.523,17.3671,9.219,0.126,0.786,0.947,-8.433,0.327,0.95535,-999,0.9525,0.8655,0.999,0.9883,0.9904,1,0,42.30042,42.22103,0.14968,0.1282,0.0987,0.0053,0.0738,0.493,0.0056,0.0126,0.24,0,-0.0109,0.0,0.0,0.0,0.0,1.0,0,13,42.300370726299995,0.07557857828447112,1.3675766077493234,0.0572240801693242,0.4953199923038482
SN:,1331719,1331719,10,0,E2,3,0,0.5874,0.001,0.58627,0.001,0.58627,0.00188,0,300,0.00816257,1,1,40621,-9,-9,0.5874,0.001,8.706661,-44.577782,0.292,0.399,-9.0,10.562,0.028,13.24,41.48,71.61,99.43,24.69528,23.4554,22.86257,22.50621,57325.0156,7.6481,7.30471,5.73199,57315.6094,1.1248,-0.939964,0.73972,0.0379393,0.0906108,23.31981,0.0906899,8.43482e-06,7.04548e-07,0.0164909,-3.3742e-07,-3.37194e-08,39,34.37614,0.68063,8.7067,-44.577702,0.292,7.5915,-11.6937,43.7749,20.379,-999.0,57.075,7.6481,68.195,7.3047,71.974,5.732,10.58,0.126,0.645,0.185,-9.935,0.822,0.22383,-999,0.8665,0.9943,0.9939,0.9991,0.9997,1,0,42.47768,42.66676,0.26951,0.2547,0.2449,0.0045,-0.1645,-0.611,-0.0245,0.0127,0.37,0,-0.0353,0.0,0.0,0.0,0.0,1.0,4,14,42.477692473311,-0.1629092795658451,1.267295951233153,0.0510825597390242,0.5874000191688538
SN:,1306378,1306378,10,0,S1,3,0,0.36195,0.001,0.36101,0.001,0.36101,0.00169,0,300,0.0617282,1,1,10286,-9,-9,0.362,0.001,43.7551,-0.032378,0.297,0.31,-9.0,10.464,0.013,33.97,102.46,152.78999,215.78,23.67226,22.47361,22.03976,21.66497,57299.2109,16.17231,15.22324,11.56654,57286.4531,0.7562,2.25873,0.51978,0.19866,0.0354977,22.5076,0.0479133,1.78221e-05,7.86487e-07,0.00402687,-2.35611e-07,-1.79126e-08,52,48.36505,0.61764,43.7551,-0.0325,0.297,7.2392,-7.394,43.1682,59.609,11.5665,103.86,16.1723,123.89,15.2232,96.652,9.8911,10.447,0.025,1.294,0.125,-9.153,0.752,0.12748,-999,0.9775,0.2736,0.9998,0.9752,0.9975,1,0,41.70377,41.41576,0.16339,0.1615,0.1184,0.0069,0.2925,1.79,-0.0045,0.0142,3.2,0,-0.0031,0.0,0.0,0.0,0.0,1.0,3,11,41.7037931141,0.2940989032127206,1.101910253681234,0.0863375906653997,0.361950010061264
SN:,1337649,1337649,10,1,S1,3,0,0.26238,0.001,0.2615,0.001,0.2615,0.00161,0,300,0.0761514,1,1,42238,-9,-9,0.2624,0.001,43.404327,0.510086,0.484,0.592,-9.0,8.755,0.03,4.19,9.27,12.53,15.49,25.94447,25.0823,24.75512,24.52487,57365.125,88.61591,78.73505,72.62572,57363.3984,0.2401,0.78477,0.18424,0.0255662,0.0174777,21.12601,0.0247914,6.36207e-05,1.45269e-06,0.000592856,-1.0164e-07,-1.86296e-08,28,32.23869,0.26491,43.4044,0.5102,0.484,10.264,-14.3856,35.3777,240.31,72.6257,303.88,88.6159,310.06,78.7351,177.69,35.2196,8.724,0.099,-0.07,2.384,-8.794,0.61,2.38605,-999,0.998,0.998,1.0,0.9999,1.0,1,0,40.54303,40.60866,0.12238,0.0838,0.0475,0.0093,-0.087,-0.711,0.0214,0.012,0.51,0,0.0136,0.0,0.0,0.0,0.0,1.0,3,8,40.543010075054,-0.08548699561865902,1.7015466894151057,0.1870828605253786,0.2623800039291382
SN:,1339246,1339246,10,0,C3,3,0,0.95867,0.001,0.95791,0.001,0.95791,0.0022,0,300,0.00810859,1,1,42465,-9,-9,0.9587,0.001,52.980255,-27.712732,2.813,3.457,-9.0,11.206,0.085,0.28,0.28,1.48,2.96,27.5,27.5,27.07435,26.32177,57355.25,10.72426,7.86716,-99.0,57352.2578,1.1833,-0.257876,0.88935,-0.0815297,0.15966,25.01576,0.0884904,1.76886e-06,1.44167e-07,-0.00263308,-9.54034e-08,4.78713e-09,25,19.90129,0.75198,52.980202,-27.713499,2.813,9.6845,-12.8455,37.681,6.465,-999.0,6.621,-999.0,14.791,10.7243,19.575,7.8672,11.103,0.009,-1.795,0.393,-12.898,1.256,0.3931,-999,0.9237,0.9007,0.9962,0.999,0.9922,1,0,44.62965,43.96714,0.51929,0.5204,0.507,0.003,0.6445,1.241,0.018,0.0592,1.54,0,-0.0571,0.0,0.0,0.0,0.0,1.0,1,18,44.629626846721,0.6455133487780174,0.7604829854139434,0.3073145176268659,0.9586700201034546
SN:,1258802,1258802,10,0,E1,3,0,0.55063,0.001,0.54947,0.001,0.54947,0.00185,0,300,0.00637677,1,1,6941,-9,-9,0.5506,0.001,6.636329,-42.985077,0.181,0.201,-9.0,10.441,0.012,23.6,62.01,97.32,128.38,24.06772,23.01884,22.5295,22.22876,56615.0898,12.24384,9.48973,7.40298,56616.4023,0.6456,-0.6738,0.6102,-0.0404467,0.0710703,22.90531,0.0796894,1.2356e-05,9.06886e-07,0.0146546,-4.06202e-07,-4.24794e-08,33,21.83334,0.93125,6.6363,-42.9851,0.181,8.3585,-14.4296,42.3517,37.076,-999.0,78.169,12.2438,75.066,9.4897,95.487,7.403,10.444,0.038,0.766,0.009,-9.678,0.543,0.0390512,-999,0.9994,0.9456,1.0,0.9998,1.0,1,0,42.3169,42.49724,0.21254,0.2008,0.1803,0.0048,-0.1558,-0.733,-0.0245,0.0127,0.54,0,-0.033,0.0,0.0,0.0,0.0,1.0,4,14,42.316926637611004,-0.15407932498271748,1.0792183590447335,0.0697408052962699,0.5506299734115601
SN:,1285539,1285539,10,0,C2,3,0,0.48469,0.001,0.48417,0.001,0.48417,0.00179,0,300,0.011949,1,3,3594,-9,-9,0.4847,0.001,54.733749,-29.097792,2.052,1.989,-1.89448,9.635,0.018,3.78,9.04,10.61,13.42,26.05627,25.10958,24.93571,24.68062,56653.1641,10.12175,5.95612,5.07614,56649.5234,1.643,-0.88734,0.80463,0.00492527,0.12099,23.10293,0.13054,1.02998e-05,1.23839e-06,0.0123039,-4.42485e-07,-8.4041e-08,15,8.2646,0.91274,54.733101,-29.0977,2.052,11.4528,-14.4522,32.6852,35.606,-999.0,69.312,10.1217,48.881,5.9561,61.078,5.0761,9.627,0.055,1.151,0.05,-8.476,0.33,0.0743303,-999,0.9881,0.85,0.9958,0.9946,0.986,1,0,42.34392,42.16733,0.33385,0.2858,0.3143,0.0054,0.171,0.512,0.0056,0.0126,0.26,0,-0.02,0.0,0.0,0.0,0.0,1.0,4,13,42.343888408440904,0.1718174656388669,1.9822857900315785,0.1249576056692787,0.4846900105476379
SN:,1259006,1259006,10,0,X2,3,0,0.52913,0.001,0.5279,0.001,0.5279,0.00183,0,300,0.0245949,1,1,15279,-9,-9,0.5291,0.001,35.595745,-7.000531,1.713,2.068,-9.0,8.952,0.041,1.54,3.94,3.64,6.14,27.0312,26.01126,26.09725,25.52958,56615.0547,15.86053,11.83685,9.80034,56620.9414,0.7525,0.67727,0.72131,0.000474511,0.0600914,22.82695,0.0754629,1.32807e-05,9.23061e-07,0.00499186,-3.01257e-07,-2.79457e-08,30,30.81219,0.42468,35.595501,-7.001,1.713,8.5246,-12.3538,39.9967,84.416,-999.0,99.033,15.8605,82.052,11.8369,97.541,9.8003,8.949,0.126,1.049,0.357,-7.9,0.121,0.37858,-999,0.9979,0.8732,1.0,0.9987,0.9999,1,0,42.3503,42.39292,0.22415,0.2118,0.1939,0.005,-0.0181,-0.081,-0.0245,0.0127,0.01,0,-0.0414,0.0,0.0,0.0,0.0,1.0,2,14,42.350262574525374,-0.016304134379396373,3.115161657280657,0.0973970342329966,0.5291299819946289
SN:,1261456,1261456,10,0,X1,3,0,0.62298,0.001,0.62162,0.001,0.62162,0.00191,0,300,0.0169385,1,1,14027,-9,-9,0.623,0.001,34.099319,-4.503503,3.013,2.428,-9.0,10.685,0.023,0.62,2.8,4.14,6.44,27.5,26.3821,25.9575,25.47779,56648.1484,11.83331,8.14406,6.29557,56642.1836,0.7646,0.35143,0.6362,-0.143861,0.0726511,23.23854,0.07177,9.09041e-06,6.00899e-07,0.00937537,-2.87137e-07,-1.44332e-08,32,35.03669,0.32599,34.098499,-4.5033,3.013,5.555,-14.8815,34.4154,48.83,-999.0,76.446,11.8333,68.039,8.1441,63.683,6.2956,10.683,0.162,0.811,6.918,-9.872,1.348,6.9199,-999,0.997,0.8341,1.0,0.9998,1.0,1,0,43.12418,42.82076,0.24864,0.2344,0.2217,0.0043,0.2985,1.201,0.0049,0.0134,1.44,0,-0.062,0.0,0.0,0.0,0.0,1.0,2,15,43.124140473029996,0.3004285064822412,0.9303903866009368,0.2017565355968569,0.622979998588562
SN:,1552028,1552028,10,1,X1,3,0,0.453,0.001,0.4518,0.001,0.4518,0.00176,0,300,0.0199024,1,1,106299,-9,-9,0.453,0.001,34.482056,-5.541532,0.749,0.594,-9.0,10.172,0.014,9.54,28.84,47.67,57.18,25.05113,23.85001,23.30439,23.10689,57714.1719,24.493,15.51997,10.44691,57712.5273,0.5195,0.14999,0.40211,-0.0480092,0.0376438,22.4957,0.0383908,1.80185e-05,6.37122e-07,0.00126948,-1.23035e-07,-1.63521e-08,37,36.96832,0.47054,34.482201,-5.5414,0.749,7.6136,-12.7081,41.6649,57.621,-999.0,124.21,24.493,116.79,15.52,102.69,10.4469,10.18,0.117,0.269,0.031,-9.911,0.701,0.12104,-999,1.0,1.0,1.0,1.0,1.0,1,0,42.04539,41.98957,0.15895,0.1477,0.1122,0.0057,0.0415,0.261,0.0144,0.013,0.07,0,-0.0194,0.0,0.0,0.0,0.0,1.0,2,12,42.04534183193599,0.04325867181371734,1.1553777505318426,0.0814660016707371,0.453000009059906
SN:,1479069,1479069,10,1,E1+E2,3,0,0.17353,0.001,0.17267,0.001,0.17267,0.00154,0,300,0.00645914,1,1,103882,-9,-9,0.1735,0.001,8.957517,-43.393658,0.794,1.019,-9.0,9.08,0.024,24.99,44.4,54.68,66.46,24.00558,23.38154,23.15543,22.9436,57686.0195,203.2682,168.832,106.35753,57688.957,0.1109,1.2511,0.10857,-0.0695155,0.0120902,19.85598,0.0160449,0.000204932,3.02846e-06,0.000259217,-1.90836e-07,-2.44723e-08,98,46.75348,1.0,8.9572,-43.3936,0.794,8.5047,-7.6292,43.5485,1114.90002,203.2682,978.91998,168.832,713.52002,106.3575,499.06,46.8851,9.065,0.039,0.493,0.688,-8.572,0.581,0.6891,-999,0.9999,0.8933,1.0,0.9999,1.0,1,0,39.61906,39.59934,0.11808,0.0963,0.0335,0.0136,-0.0192,-0.163,0.0389,0.0249,0.03,0,0.0009,0.0,0.0,0.0,0.0,1.0,4,6,39.619064626115,-0.017553256513402005,1.707116653211611,0.0406817692629883,0.1735299974679947
SN:,1550103,1550103,10,0,C2,3,0,0.53223,0.001,0.53166,0.001,0.53166,0.00183,0,300,0.00731056,1,1,106068,-9,-9,0.5322,0.001,53.425766,-28.878149,1.293,1.655,-9.0,9.205,0.016,5.71,10.46,15.43,16.51,25.60841,24.95117,24.52909,24.45563,57720.0586,12.86186,9.68559,7.80159,57718.8633,0.7672,1.06823,0.5364,0.10341,0.0465607,23.24643,0.0461885,9.02457e-06,3.83916e-07,0.00250507,-1.09525e-07,-9.55285e-09,31,39.16086,0.14908,53.425499,-28.878401,1.293,6.4551,-11.5105,42.5391,29.402,-999.0,70.753,12.8619,70.733,7.8016,72.223,9.6856,9.2,0.042,1.213,0.109,-7.987,0.057,0.11681,-999,0.9932,0.9232,0.9995,0.9996,0.9599,1,0,42.54078,42.41047,0.18652,0.1763,0.1488,0.0049,0.1548,0.83,-0.0245,0.0127,0.69,0,-0.0309,0.0,0.0,0.0,0.0,1.0,4,14,42.5407808316,0.15572403991204453,2.0011949267191556,0.0635222170489182,0.532230019569397
SN:,1312213,1312213,10,0,S1,3,0,0.40797,0.001,0.40696,0.001,0.40697,0.00173,0,300,0.0514807,1,1,32237,-9,-9,0.408,0.001,42.488346,0.097317,0.736,0.776,-9.0,10.201,0.023,16.3,47.67,69.77,95.2,24.46953,23.30439,22.89083,22.55341,56980.1953,16.44276,12.7994,6.17003,56979.4102,0.8703,-2.01074,0.80715,-0.00991769,0.0708051,23.02008,0.0682852,1.11165e-05,6.99147e-07,0.00167052,-1.69838e-07,-2.24694e-08,36,41.95075,0.22854,42.488201,0.0973,0.736,7.7849,-13.6028,43.1195,28.229,-999.0,65.028,16.4428,81.466,12.7994,51.769,6.17,10.133,0.016,1.124,0.632,-9.009,0.644,0.6322,-999,0.9892,0.8363,0.9992,0.9951,0.9861,1,0,42.11538,41.72097,0.25187,0.2489,0.2253,0.0062,0.3989,1.584,-0.0045,0.0142,2.51,0,-0.0125,0.0,0.0,0.0,0.0,1.0,3,11,42.1153509135777,0.40050722741165146,1.3510750320767024,0.0682230050625482,0.4079700112342834
SN:,1297580,1297580,10,0,C3,3,0,0.63626,0.001,0.63561,0.001,0.63561,0.00192,0,300,0.00915666,1,1,27687,-9,-9,0.6363,0.001,52.22113,-28.735949,0.184,0.212,-9.0,10.539,0.039,2.95,14.96,37.83,57.03,26.32545,24.56267,23.55541,23.10974,56933.1719,22.88765,22.1997,10.70095,56933.1172,0.4078,-1.11949,0.33221,-0.137649,0.0444188,23.58673,0.0357458,6.59642e-06,2.17175e-07,0.00185794,-4.72621e-08,-3.54293e-09,37,35.28239,0.54972,52.2211,-28.735901,0.184,5.5672,-12.7196,44.084,18.969,-999.0,51.33,22.8876,45.442,22.1997,71.755,10.7009,10.568,0.115,0.214,0.621,-10.354,1.304,0.63156,-999,0.9927,0.9415,0.9999,0.9997,1.0,1,0,43.16634,42.87836,0.17405,0.1641,0.1328,0.0042,0.2831,1.626,0.0049,0.0134,2.65,0,-0.0069,0.0,0.0,0.0,0.0,1.0,1,15,43.16637410347,0.28410540826902775,1.2420184021653031,0.1733225600230497,0.6362599730491638
SN:,1316461,1316461,10,0,C3,3,0,0.61047,0.001,0.60984,0.001,0.60984,0.0019,0,300,0.00950136,1,1,25354,-9,-9,0.6105,0.001,52.581059,-28.748798,0.712,0.673,-9.0,10.964,0.029,7.71,40.5,91.35,142.21001,25.28236,23.48136,22.59823,22.11767,57008.0664,22.75287,18.16182,13.99498,57008.9141,0.5382,-1.39456,0.36268,-0.0194249,0.0494998,23.32672,0.0368581,8.38132e-06,2.84526e-07,0.00300136,-5.53058e-08,-6.80594e-09,25,35.60119,0.0778728,52.5812,-28.7486,0.712,5.6539,-13.4617,36.0968,17.975,-999.0,60.645,22.7529,63.818,18.1618,64.746,13.995,11.016,0.132,0.033,10.033,-10.983,1.397,10.03387,-999,0.9995,0.95,1.0,0.9996,0.9991,1,0,42.54083,42.7695,0.17761,0.1674,0.1374,0.0044,-0.2336,-1.315,0.0049,0.0134,1.73,0,-0.0074,0.0,0.0,0.0,0.0,1.0,1,15,42.540801810816994,-0.23262714971411214,1.282440380811004,0.1385527899923952,0.6104699969291687
SN:,1927254,1927254,10,0,C2,3,0,0.5815,0.001,0.58091,0.001,0.58091,0.00187,0,300,0.00847266,1,2,144036,-9,-9,0.5815,0.001,53.746262,-28.379322,0.186,0.25,-5.14906,10.016,0.013,10.34,27.42,40.51,51.74,24.9637,23.90483,23.48109,23.21544,58093.1797,11.01033,10.32283,8.30102,58104.7031,1.1011,-0.174109,0.68812,0.053037,0.076294,23.6481,0.0723642,6.23391e-06,4.1549e-07,0.0083002,-1.55469e-07,-1.74629e-08,33,30.32155,0.60115,53.7463,-28.379299,0.186,6.9579,-14.1949,39.4132,36.985,-999.0,45.095,11.0103,46.088,10.3228,70.717,8.301,10.007,0.02,0.411,0.018,-9.596,0.486,0.0269072,-999,0.9999,0.981,1.0,0.9999,0.9993,1,0,42.88626,42.64196,0.24287,0.2295,0.2152,0.0046,0.2688,1.107,-0.0245,0.0127,1.23,0,-0.035,0.0,0.0,0.0,0.0,1.0,4,14,42.886315081519996,0.2697806946488157,1.6391379433064746,0.0697337543918188,0.5814999938011169
SN:,1339716,1339716,10,0,E1,3,0,0.45791,0.001,0.45682,0.001,0.45682,0.00177,0,300,0.00562198,1,1,43517,-9,-9,0.4579,0.001,6.856683,-43.056366,2.25,2.859,-9.0,9.339,0.02,12.27,23.79,29.94,35.98,24.77789,24.05901,23.80937,23.60985,57379.0469,13.9998,13.17618,12.95671,57376.457,0.7103,2.00933,0.84653,0.13542,0.0612818,22.78794,0.0813562,1.37665e-05,1.03155e-06,0.0265942,-6.35877e-07,-5.35313e-08,23,21.99409,0.52061,6.8559,-43.056099,2.25,6.7841,-14.6185,20.982,138.58,-999.0,116.55,13.9998,105.42,12.9567,99.59,13.1762,9.315,0.027,1.181,0.42,-8.134,0.045,0.42087,-999,0.9988,0.3998,0.9999,0.994,1.0,1,0,42.12808,42.01789,0.18927,0.1759,0.1522,0.0056,0.0958,0.506,0.0144,0.013,0.26,0,-0.0143,0.0,0.0,0.0,0.0,1.0,4,12,42.12808414129999,0.09750854457264069,1.6687651660907332,0.0430561008426413,0.4579100012779236
